matricula_id,cidade,indice_desenvolvimento_da_cidade,genero,experiencia_relevante,universidade_matriculada,nivel_educacional,disciplina_principal,experiencia,tamanho_da_empresa,tipo_da_empresa,ultimo_novo_emprego,horas_treinamento
20687,city_104,924,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,5,100-500,Empresa Privada Ltda,,30
22527,city_33,"4,48E+16",Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,2 anos,100
33343,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",<1,100-500,Empresa Privada Ltda,1 ano,52
818,city_103,92,Feminino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,Humanas,>20,10000+,Empresa Privada Ltda,4 anos,10
31669,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,<1,,,Nunca,113
10952,city_16,91,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",8,1000-4999,Setor PÃºblico,1 ano,71
16331,city_61,"9,13E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,1000-4999,Empresa Privada Ltda,1 ano,56
32029,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",20,10000+,Setor Público,3 anos,110
21152,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,3,1000-4999,Empresa Privada Ltda,3 anos,18
23488,city_16,91,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",17,10000+,Empresa Privada Ltda,Mais de 4 anos,4
11945,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,,,Nunca,65
1670,city_103,92,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,<10,Setor PÃºblico,1 ano,11
16104,city_103,92,,Não possui experiência relevante,Não matriculado,Ensino Médio,,<1,,,Nunca,44
4158,city_103,92,,Não possui experiência relevante,Não matriculado,Ensino Médio,,4,5000-9999,Setor PÃºblico,2 anos,12
29781,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,Administração/Ecocomia,4,50-99,Startup Financiada,3 anos,83
6720,city_21,624,,Possui experiência relevante,Curso em tempo integral,,,2,10/49,,,68
14369,city_79,698,,Possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",11,,,1 ano,220
20235,city_91,691,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,17,50-99,Startup Financiada,1 ano,9
3617,city_16,91,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Setor Público,3 anos,66
30756,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,,,Nunca,43
22625,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Setor Público,2 anos,79
22057,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Empresa Privada Ltda,3 anos,69
20635,city_21,624,,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,10000+,Empresa Privada Ltda,1 ano,80
1588,city_160,92,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,1,500-999,Empresa Privada Ltda,1 ano,53
234,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,100-500,Empresa Privada Ltda,2 anos,151
18752,city_33,"4,48E+16",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",9,,,1 ano,40
18128,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,50-99,Empresa Privada Ltda,1 ano,112
18260,city_159,843,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,,,2 anos,6
19332,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,1000-4999,Setor Público,3 anos,12
9564,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,1000-4999,Empresa Privada Ltda,3 anos,72
5685,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,10/49,Empresa Privada Ltda,Mais de 4 anos,53
18063,city_105,794,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,50-99,Empresa Privada Ltda,1 ano,73
27124,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Setor Público,Mais de 4 anos,4
3395,city_53,74,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,3,,,1 ano,127
22310,city_103,92,Feminino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,10000+,Empresa Privada Ltda,1 ano,85
15977,city_175,"7,76E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,<10,,1 ano,27
4917,city_103,92,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,10000+,Setor Público,Mais de 4 anos,128
19102,city_9,743,Masculino,Possui experiência relevante,Curso em tempo integral,,,19,10/49,Startup Financiada,2 anos,128
23275,city_103,92,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,5,,,1 ano,7
13157,city_103,92,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,,,1 ano,40
13269,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,7,1000-4999,ONG,1 ano,170
29977,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,,,1 ano,72
20571,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,1 ano,39
23883,city_128,527,Masculino,Possui experiência relevante,,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",16,5000-9999,Setor Público,Mais de 4 anos,70
33033,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,3,,,1 ano,12
10579,city_101,"5,58E+15",,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,500-999,Empresa Privada Ltda,,118
5258,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,1000-4999,Empresa Privada Ltda,2 anos,25
853,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,Setor Público,2 anos,11
27245,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",16,1000-4999,Empresa Privada Ltda,1 ano,36
30670,city_103,92,Feminino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,,,1 ano,43
22497,city_26,698,,Possui experiência relevante,,Ensino Médio,,5,100-500,,1 ano,41
3218,city_102,804,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,100-500,Empresa Privada Ltda,1 ano,33
464,city_114,"9,26E+15",,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,20,,Empresa Privada Ltda,Nunca,76
15770,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,10/49,Startup Financiada,Mais de 4 anos,58
18264,city_114,"9,26E+15",Feminino,Possui experiência relevante,Não matriculado,Ensino Fundamental,,>20,10/49,Empresa Privada Ltda,Mais de 4 anos,54
32066,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",1,100-500,Empresa Privada Ltda,1 ano,78
11386,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,,,3 anos,66
17502,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,,,1 ano,107
32273,city_21,624,,Possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",8,50-99,Empresa Privada Ltda,1 ano,35
27543,city_65,802,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10/49,Empresa Privada Ltda,1 ano,53
16317,city_21,624,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,100-500,Empresa Privada Ltda,2 anos,18
2852,city_67,855,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",16,100-500,Empresa Privada Ltda,2 anos,30
5056,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,Humanas,>20,10000+,Setor PÃºblico,2 anos,106
17504,city_160,92,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,,,Nunca,3
24585,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,100-500,Empresa Privada Ltda,1 ano,55
11734,city_134,698,,Não possui experiência relevante,,Ensino Fundamental,,6,,,Nunca,196
16675,city_67,855,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",5,10000+,Empresa Privada Ltda,1 ano,40
23344,city_11,55,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",9,,,2 anos,324
21786,city_57,866,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",6,<10,Empresa Privada Ltda,Mais de 4 anos,14
31079,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",2,50-99,Empresa Privada Ltda,Nunca,8
33251,city_114,"9,26E+15",Masculino,Possui experiência relevante,,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,76
7805,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",18,100-500,Empresa Privada Ltda,1 ano,47
8911,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,9
7315,city_26,698,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,<10,,2 anos,37
28132,city_77,83,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",6,,,1 ano,53
8367,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,110
27909,city_104,924,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,10,10/49,Startup Financiada,3 anos,54
32320,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",17,10/49,Setor Público,1 ano,182
15441,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",18,50-99,Empresa Privada Ltda,1 ano,146
25999,city_65,802,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,1 ano,40
20169,city_103,92,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,3,,,Nunca,24
11682,city_104,924,Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",3,,,1 ano,42
26581,city_1,847,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,50-99,,2 anos,18
14832,city_11,55,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,<10,Setor Público,1 ano,20
18023,city_70,698,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,10000+,Empresa Privada Ltda,1 ano,48
18963,city_16,91,Masculino,Possui experiência relevante,,Ensino Médio,,4,10/49,Empresa Privada Ltda,1 ano,116
9105,city_123,738,Feminino,Possui experiência relevante,,Graduação,Outros,4,50-99,Empresa Privada Ltda,2 anos,42
18344,city_21,624,Masculino,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,,,Nunca,45
576,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,100-500,Empresa Privada Ltda,2 anos,22
2656,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",8,100-500,Setor PÃºblico,1 ano,50
16881,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,1 ano,25
30245,city_11,55,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,,,Nunca,76
9630,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,1000-4999,Empresa Privada Ltda,Mais de 4 anos,43
3580,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,2 anos,70
14773,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,8,,,2 anos,12
31238,city_116,743,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,100-500,Empresa Privada Ltda,1 ano,2
1633,city_89,925,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,5000-9999,Empresa Privada Ltda,Mais de 4 anos,111
1995,city_136,897,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,,70
30587,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Sem disciplina principal,3,50-99,Empresa Privada Ltda,1 ano,71
32369,city_98,"9,49E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,50-99,Empresa Privada Ltda,1 ano,83
3722,city_21,624,Masculino,Não possui experiência relevante,,Ensino Médio,,2,,,Nunca,12
10721,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,Doutorado,Humanas,10,500-999,Setor PÃºblico,Mais de 4 anos,232
407,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,Empresa Privada Ltda,1 ano,30
31098,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,10000+,Empresa Privada Ltda,1 ano,1
4053,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,1000-4999,Empresa Privada Ltda,4 anos,13
13782,city_175,"7,76E+15",Masculino,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",6,100-500,,1 ano,29
20767,city_67,855,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",12,,,1 ano,42
20113,city_73,754,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10/49,Empresa Privada Ltda,Mais de 4 anos,28
4674,city_176,764,Feminino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,1 ano,14
